session_id,customer_id,device_type,session_start,start_time,session_end,end_time,session_duration_sec,pages_visited,viewed_category,viewed_product
SES002398,CUST0500,Tablet,2023-11-05,1.19.00 PM,2023-11-05,1.25.42 PM,402,12,Fashion,Jacket
SES002399,CUST0424,Mobile,2023-03-31,7.13.00 PM,2023-03-31,7.19.14 PM,374,5,Fashion,Shoes
SES002400,CUST0150,Desktop,2023-05-31,8.04.00 AM,2023-05-31,8.05.01 AM,61,9,Beauty,Shampoo
SES002401,CUST0047,Tablet,2023-10-25,3.07.00 AM,2023-10-25,3.14.22 AM,442,4,Fashion,Shoes
SES002402,CUST0355,Desktop,2023-11-01,9.13.00 AM,2023-11-01,9.25.21 AM,741,15,Electronics,Mouse
SES002403,CUST0471,Mobile,2023-01-01,10.39.00 AM,2023-01-01,10.52.50 AM,830,13,Electronics,Keyboard
SES002404,CUST0153,Desktop,2023-10-25,4.05.00 AM,2023-10-25,4.14.48 AM,588,4,Groceries,Juice
SES002405,CUST0396,Mobile,2023-03-26,7.48.00 PM,2023-03-26,7.56.01 PM,481,2,Fashion,Jeans
SES002406,CUST0446,Mobile,2023-10-29,9.54.00 AM,2023-10-29,10.05.20 AM,680,4,Electronics,Mouse
SES002407,CUST0232,Tablet,2023-08-09,10.41.00 AM,2023-08-09,10.50.50 AM,590,12,Beauty,Face Wash
SES002408,CUST0452,Tablet,2023-09-01,11.45.00 AM,2023-09-01,11.48.49 AM,229,11,Electronics,Keyboard
SES002409,CUST0250,Desktop,2023-12-27,11.17.00 PM,2023-12-27,11.28.12 PM,672,15,Beauty,Shampoo
SES002410,CUST0459,Mobile,2023-09-30,4.39.00 PM,2023-09-30,4.53.43 PM,883,10,Fashion,Shoes
SES002411,CUST0323,Desktop,2023-03-23,6.21.00 PM,2023-03-23,6.27.06 PM,366,2,Groceries,Oil
SES002412,CUST0021,Tablet,2023-11-18,11.22.00 PM,2023-11-18,11.31.14 PM,554,8,Beauty,Perfume
SES002413,CUST0196,Mobile,2023-05-27,4.27.00 AM,2023-05-27,4.37.40 AM,640,15,Sports,Cricket Bat
SES002414,CUST0207,Tablet,2023-10-17,3.11.00 AM,2023-10-17,3.16.00 AM,300,6,Groceries,Rice
SES002415,CUST0337,Tablet,2023-09-22,12.16.00 PM,2023-09-22,12.17.57 PM,117,9,Groceries,Rice
SES002416,CUST0163,Tablet,2023-02-10,6.24.00 PM,2023-02-10,6.35.26 PM,686,9,Fashion,Jeans
SES002417,CUST0304,Tablet,2023-05-22,2.15.00 AM,2023-05-22,2.27.01 AM,721,11,Electronics,Mouse
SES002418,CUST0217,Tablet,2023-11-16,11.41.00 PM,2023-11-16,11.50.15 PM,555,14,Groceries,Snacks
SES002419,CUST0252,Desktop,2023-05-27,7.56.00 AM,2023-05-27,7.59.06 AM,186,11,Fashion,Jacket
SES002420,CUST0248,Desktop,2023-05-24,3.00.00 AM,2023-05-24,3.13.10 AM,790,14,Electronics,Headphones
SES002421,CUST0354,Mobile,2023-01-19,6.49.00 PM,2023-01-19,6.55.35 PM,395,3,Groceries,Snacks
SES002422,CUST0429,Desktop,2023-11-15,3.00.00 AM,2023-11-15,3.09.57 AM,597,1,Fashion,Jeans
SES002423,CUST0256,Desktop,2023-02-09,1.22.00 PM,2023-02-09,1.36.49 PM,889,8,Electronics,Mouse
SES002424,CUST0329,Mobile,2023-04-27,2.46.00 AM,2023-04-27,2.56.25 AM,625,10,Fashion,T-shirt
SES002425,CUST0362,Tablet,2023-10-28,12.02.00 PM,2023-10-28,12.08.20 PM,380,1,Fashion,Shoes
SES002426,CUST0167,Desktop,2023-10-14,12.32.00 PM,2023-10-14,12.44.29 PM,749,10,Electronics,Smartphone
SES002427,CUST0062,Tablet,2023-08-13,6.31.00 PM,2023-08-13,6.31.48 PM,48,3,Fashion,Shoes
SES002428,CUST0347,Mobile,2023-09-27,9.48.00 AM,2023-09-27,10.00.07 AM,727,3,Groceries,Snacks
SES002429,CUST0338,Desktop,2023-04-21,9.09.00 PM,2023-04-21,9.14.19 PM,319,7,Sports,Football
SES002430,CUST0293,Desktop,2023-03-06,9.14.00 PM,2023-03-06,9.24.36 PM,636,10,Beauty,Face Wash
SES002431,CUST0109,Tablet,2023-09-22,9.04.00 PM,2023-09-22,9.17.31 PM,811,11,Fashion,Jacket
SES002432,CUST0179,Tablet,2023-08-18,11.02.00 AM,2023-08-18,11.05.42 AM,222,8,Sports,Cricket Bat
SES002433,CUST0244,Desktop,2023-08-09,8.47.00 PM,2023-08-09,8.59.20 PM,740,13,Electronics,Laptop
SES002434,CUST0257,Mobile,2023-11-17,2.17.00 AM,2023-11-17,2.30.30 AM,810,11,Beauty,Shampoo
SES002435,CUST0151,Mobile,2023-01-05,4.50.00 PM,2023-01-05,4.59.09 PM,549,3,Electronics,Laptop
SES002436,CUST0385,Mobile,2023-10-29,6.41.00 AM,2023-10-29,6.52.24 AM,684,10,Groceries,Juice
SES002437,CUST0288,Mobile,2023-10-17,8.13.00 PM,2023-10-17,8.14.11 PM,71,1,Fashion,T-shirt
SES002438,CUST0100,Desktop,2023-05-26,5.27.00 AM,2023-05-26,5.38.18 AM,678,5,Electronics,Laptop
SES002439,CUST0171,Mobile,2023-01-17,6.35.00 AM,2023-01-17,6.40.39 AM,339,13,Electronics,Headphones
SES002440,CUST0004,Tablet,2023-08-08,5.24.00 AM,2023-08-08,5.32.51 AM,531,10,Sports,Football
SES002441,CUST0360,Mobile,2023-05-06,7.46.00 AM,2023-05-06,7.59.29 AM,809,10,Fashion,Jacket
SES002442,CUST0406,Tablet,2023-02-23,5.23.00 PM,2023-02-23,5.32.00 PM,540,7,Electronics,Keyboard
SES002443,CUST0234,Mobile,2023-12-07,1.15.00 PM,2023-12-07,1.17.26 PM,146,13,Groceries,Rice
SES002444,CUST0047,Mobile,2023-01-31,11.55.00 PM,2023-02-01,12.04.38 AM,578,8,Groceries,Rice
SES002445,CUST0030,Mobile,2023-11-02,1.09.00 PM,2023-11-02,1.09.40 PM,40,9,Beauty,Perfume
SES002446,CUST0445,Tablet,2023-01-08,5.04.00 PM,2023-01-08,5.16.02 PM,722,14,Beauty,Face Wash
SES002447,CUST0107,Desktop,2023-10-15,12.06.00 PM,2023-10-15,12.14.49 PM,529,2,Beauty,Shampoo
SES002448,CUST0156,Mobile,2023-04-22,4.39.00 AM,2023-04-22,4.49.16 AM,616,12,Electronics,Smartphone
SES002449,CUST0410,Desktop,2023-12-18,11.19.00 AM,2023-12-18,11.25.02 AM,362,9,Fashion,Shoes
SES002450,CUST0445,Tablet,2023-10-21,12.38.00 PM,2023-10-21,12.49.48 PM,708,9,Beauty,Shampoo
SES002451,CUST0331,Tablet,2023-12-28,9.50.00 PM,2023-12-28,9.54.59 PM,299,15,Groceries,Oil
SES002452,CUST0255,Mobile,2023-10-31,5.00.00 PM,2023-10-31,5.09.34 PM,574,2,Fashion,Jacket
SES002453,CUST0450,Desktop,2023-07-19,8.30.00 PM,2023-07-19,8.35.33 PM,333,1,Fashion,T-shirt
SES002454,CUST0249,Tablet,2023-07-03,9.52.00 AM,2023-07-03,10.04.59 AM,779,14,Sports,Tennis Racket
SES002455,CUST0469,Desktop,2023-10-13,1.29.00 PM,2023-10-13,1.37.54 PM,534,10,Sports,Tennis Racket
SES002456,CUST0043,Mobile,2023-09-11,5.42.00 AM,2023-09-11,5.45.22 AM,202,7,Sports,Cricket Bat
SES002457,CUST0011,Desktop,2023-08-09,10.43.00 PM,2023-08-09,10.53.47 PM,647,6,Fashion,Jeans
SES002458,CUST0352,Mobile,2023-07-18,5.07.00 AM,2023-07-18,5.15.30 AM,510,12,Beauty,Perfume
SES002459,CUST0091,Tablet,2023-01-15,10.44.00 PM,2023-01-15,10.50.45 PM,405,11,Beauty,Shampoo
SES002460,CUST0270,Tablet,2023-02-07,12.48.00 AM,2023-02-07,1.01.50 AM,830,1,Fashion,T-shirt
SES002461,CUST0297,Tablet,2023-12-22,6.57.00 PM,2023-12-22,7.07.46 PM,646,1,Fashion,Jacket
SES002462,CUST0277,Desktop,2023-07-17,4.20.00 PM,2023-07-17,4.30.31 PM,631,1,Sports,Cricket Bat
SES002463,CUST0041,Mobile,2023-12-12,7.57.00 AM,2023-12-12,8.01.34 AM,274,14,Sports,Tennis Racket
SES002464,CUST0155,Mobile,2023-07-23,2.18.00 AM,2023-07-23,2.26.48 AM,528,8,Groceries,Juice
SES002465,CUST0498,Desktop,2023-02-03,9.45.00 AM,2023-02-03,9.49.11 AM,251,12,Groceries,Juice
SES002466,CUST0320,Tablet,2023-04-23,10.41.00 PM,2023-04-23,10.52.22 PM,682,5,Beauty,Face Wash
SES002467,CUST0138,Mobile,2023-12-30,6.19.00 PM,2023-12-30,6.32.37 PM,817,15,Sports,Tennis Racket
SES002468,CUST0416,Mobile,2023-05-29,9.26.00 PM,2023-05-29,9.27.04 PM,64,4,Groceries,Oil
SES002469,CUST0241,Tablet,2023-10-19,8.27.00 PM,2023-10-19,8.39.26 PM,746,7,Groceries,Oil
SES002470,CUST0090,Mobile,2023-07-22,5.18.00 AM,2023-07-22,5.28.14 AM,614,10,Electronics,Smartphone
SES002471,CUST0276,Mobile,2023-08-10,7.01.00 PM,2023-08-10,7.08.34 PM,454,4,Electronics,Headphones
SES002472,CUST0491,Tablet,2023-08-13,12.06.00 PM,2023-08-13,12.17.57 PM,717,15,Fashion,Shoes
SES002473,CUST0067,Tablet,2023-03-07,7.17.00 AM,2023-03-07,7.23.13 AM,373,5,Fashion,Jacket
SES002474,CUST0129,Desktop,2023-06-24,11.15.00 AM,2023-06-24,11.23.56 AM,536,3,Groceries,Rice
SES002475,CUST0283,Tablet,2023-03-30,6.36.00 PM,2023-03-30,6.50.58 PM,898,10,Groceries,Oil
SES002476,CUST0393,Mobile,2023-05-01,3.41.00 PM,2023-05-01,3.42.26 PM,86,11,Beauty,Perfume
SES002477,CUST0140,Desktop,2023-03-21,8.08.00 PM,2023-03-21,8.22.52 PM,892,11,Sports,Football
SES002478,CUST0307,Desktop,2023-04-23,8.19.00 AM,2023-04-23,8.29.16 AM,616,4,Fashion,Shoes
SES002479,CUST0011,Desktop,2023-11-22,5.02.00 AM,2023-11-22,5.16.00 AM,840,5,Sports,Football
SES002480,CUST0239,Tablet,2023-12-27,11.55.00 PM,2023-12-27,11.55.40 PM,40,2,Electronics,Mouse
SES002481,CUST0368,Mobile,2023-05-20,12.20.00 AM,2023-05-20,12.22.37 AM,157,9,Fashion,Jeans
SES002482,CUST0112,Mobile,2023-02-02,10.39.00 AM,2023-02-02,10.52.35 AM,815,7,Groceries,Rice
SES002483,CUST0477,Mobile,2023-07-24,2.44.00 AM,2023-07-24,2.53.42 AM,582,5,Electronics,Smartphone
SES002484,CUST0174,Desktop,2023-04-26,4.01.00 PM,2023-04-26,4.03.55 PM,175,12,Groceries,Rice
SES002485,CUST0022,Tablet,2023-01-06,8.19.00 PM,2023-01-06,8.22.24 PM,204,7,Groceries,Juice
SES002486,CUST0226,Tablet,2023-08-03,6.32.00 PM,2023-08-03,6.36.00 PM,240,4,Fashion,T-shirt
SES002487,CUST0141,Desktop,2023-09-29,3.45.00 AM,2023-09-29,3.55.18 AM,618,13,Sports,Tennis Racket
SES002488,CUST0394,Tablet,2023-04-06,2.14.00 AM,2023-04-06,2.17.20 AM,200,1,Beauty,Face Wash
SES002489,CUST0202,Desktop,2023-01-05,3.08.00 PM,2023-01-05,3.17.07 PM,547,10,Electronics,Keyboard
SES002490,CUST0372,Tablet,2023-08-16,5.25.00 AM,2023-08-16,5.29.00 AM,240,11,Sports,Tennis Racket
SES002491,CUST0431,Mobile,2023-07-21,1.01.00 AM,2023-07-21,1.15.05 AM,845,12,Sports,Cricket Bat
SES002492,CUST0143,Tablet,2023-01-19,12.29.00 PM,2023-01-19,12.30.54 PM,114,3,Electronics,Laptop
SES002493,CUST0241,Mobile,2023-12-09,9.57.00 PM,2023-12-09,10.09.22 PM,742,8,Groceries,Juice
SES002494,CUST0390,Desktop,2023-12-25,6.31.00 AM,2023-12-25,6.31.20 AM,20,14,Electronics,Smartphone
SES002495,CUST0373,Tablet,2023-05-03,3.31.00 AM,2023-05-03,3.38.50 AM,470,12,Sports,Football
SES002496,CUST0285,Tablet,2023-07-05,4.53.00 AM,2023-07-05,5.04.40 AM,700,3,Electronics,Laptop
SES002497,CUST0387,Desktop,2023-06-02,10.06.00 PM,2023-06-02,10.20.50 PM,890,2,Beauty,Face Wash
SES002498,CUST0280,Desktop,2023-08-24,6.02.00 AM,2023-08-24,6.16.59 AM,899,8,Fashion,Jeans
SES002499,CUST0472,Mobile,2023-03-07,11.23.00 AM,2023-03-07,11.31.57 AM,537,7,Electronics,Mouse
SES002500,CUST0274,Tablet,2023-12-04,12.33.00 PM,2023-12-04,12.36.59 PM,239,9,Groceries,Juice
SES002501,CUST0426,Tablet,2023-01-15,10.00.00 PM,2023-01-15,10.01.14 PM,74,11,Groceries,Snacks
SES002502,CUST0061,Mobile,2023-09-21,6.45.00 PM,2023-09-21,6.57.09 PM,729,5,Electronics,Mouse
SES002503,CUST0313,Tablet,2023-04-19,10.02.00 PM,2023-04-19,10.14.31 PM,751,11,Groceries,Oil
SES002504,CUST0008,Mobile,2023-12-15,2.41.00 AM,2023-12-15,2.53.56 AM,776,12,Sports,Cricket Bat
SES002505,CUST0496,Mobile,2023-01-15,1.13.00 AM,2023-01-15,1.15.10 AM,130,3,Sports,Cricket Bat
SES002506,CUST0342,Mobile,2023-01-14,11.21.00 PM,2023-01-14,11.34.16 PM,796,3,Electronics,Mouse
SES002507,CUST0006,Desktop,2023-07-09,4.47.00 AM,2023-07-09,4.58.45 AM,705,6,Fashion,Jeans
SES002508,CUST0054,Desktop,2023-06-17,11.45.00 AM,2023-06-17,11.58.54 AM,834,5,Groceries,Oil
SES002509,CUST0445,Tablet,2023-12-05,1.44.00 AM,2023-12-05,1.58.03 AM,843,7,Sports,Cricket Bat
SES002510,CUST0248,Desktop,2023-01-31,7.04.00 AM,2023-01-31,7.18.24 AM,864,3,Fashion,Jeans
SES002511,CUST0270,Desktop,2023-08-16,3.23.00 PM,2023-08-16,3.29.28 PM,388,4,Fashion,Jacket
SES002512,CUST0012,Desktop,2023-02-21,1.19.00 PM,2023-02-21,1.20.12 PM,72,3,Sports,Cricket Bat
SES002513,CUST0219,Tablet,2023-09-26,7.30.00 AM,2023-09-26,7.33.14 AM,194,6,Groceries,Rice
SES002514,CUST0415,Tablet,2023-04-07,3.27.00 PM,2023-04-07,3.30.51 PM,231,7,Fashion,T-shirt
SES002515,CUST0099,Mobile,2023-06-12,10.22.00 PM,2023-06-12,10.26.56 PM,296,9,Electronics,Laptop
SES002516,CUST0154,Desktop,2023-01-10,10.09.00 PM,2023-01-10,10.19.59 PM,659,13,Groceries,Rice
SES002517,CUST0304,Desktop,2023-12-06,2.00.00 PM,2023-12-06,2.13.57 PM,837,12,Electronics,Keyboard
SES002518,CUST0206,Tablet,2023-12-12,10.17.00 AM,2023-12-12,10.24.26 AM,446,13,Groceries,Juice
SES002519,CUST0429,Tablet,2023-05-11,2.50.00 AM,2023-05-11,3.03.48 AM,828,8,Beauty,Perfume
SES002520,CUST0016,Tablet,2023-11-23,9.23.00 PM,2023-11-23,9.23.32 PM,32,13,Electronics,Smartphone
SES002521,CUST0127,Desktop,2023-01-23,11.12.00 AM,2023-01-23,11.14.42 AM,162,11,Groceries,Oil
SES002522,CUST0041,Desktop,2023-03-17,12.04.00 AM,2023-03-17,12.06.20 AM,140,8,Sports,Cricket Bat
SES002523,CUST0047,Desktop,2023-01-22,8.44.00 PM,2023-01-22,8.58.31 PM,871,11,Sports,Tennis Racket
SES002524,CUST0352,Mobile,2023-03-20,5.36.00 AM,2023-03-20,5.47.45 AM,705,7,Groceries,Rice
SES002525,CUST0450,Tablet,2023-04-28,12.47.00 AM,2023-04-28,12.50.31 AM,211,7,Groceries,Rice
SES002526,CUST0386,Tablet,2023-09-23,6.32.00 PM,2023-09-23,6.44.30 PM,750,15,Sports,Cricket Bat
SES002527,CUST0474,Mobile,2023-10-13,7.48.00 PM,2023-10-13,7.49.00 PM,60,6,Fashion,T-shirt
SES002528,CUST0191,Tablet,2023-08-30,12.02.00 AM,2023-08-30,12.14.30 AM,750,9,Sports,Cricket Bat
SES002529,CUST0161,Mobile,2023-09-21,6.59.00 PM,2023-09-21,7.13.05 PM,845,14,Groceries,Juice
SES002530,CUST0470,Tablet,2023-12-31,1.24.00 AM,2023-12-31,1.25.31 AM,91,1,Groceries,Rice
SES002531,CUST0482,Tablet,2023-03-30,11.49.00 PM,2023-03-31,12.02.36 AM,816,3,Sports,Tennis Racket
SES002532,CUST0122,Mobile,2023-07-23,1.29.00 PM,2023-07-23,1.30.02 PM,62,5,Groceries,Juice
SES002533,CUST0138,Desktop,2023-05-14,10.37.00 AM,2023-05-14,10.38.50 AM,110,3,Sports,Football
SES002534,CUST0219,Mobile,2023-07-06,1.58.00 AM,2023-07-06,2.01.40 AM,220,1,Sports,Cricket Bat
SES002535,CUST0171,Tablet,2023-07-10,8.54.00 AM,2023-07-10,9.00.52 AM,412,4,Electronics,Smartphone
SES002536,CUST0056,Mobile,2023-01-12,3.21.00 AM,2023-01-12,3.30.27 AM,567,1,Electronics,Keyboard
SES002537,CUST0487,Desktop,2023-01-20,9.21.00 PM,2023-01-20,9.33.28 PM,748,15,Electronics,Headphones
SES002538,CUST0480,Mobile,2023-02-23,2.45.00 PM,2023-02-23,2.49.38 PM,278,14,Beauty,Face Wash
SES002539,CUST0094,Tablet,2023-09-19,2.38.00 AM,2023-09-19,2.39.11 AM,71,5,Fashion,Jacket
SES002540,CUST0118,Mobile,2023-03-18,6.11.00 AM,2023-03-18,6.18.58 AM,478,11,Groceries,Juice
SES002541,CUST0083,Mobile,2023-07-08,7.04.00 AM,2023-07-08,7.15.45 AM,705,6,Electronics,Smartphone
SES002542,CUST0100,Mobile,2023-07-07,12.24.00 PM,2023-07-07,12.25.00 PM,60,8,Beauty,Perfume
SES002543,CUST0217,Tablet,2023-05-02,3.17.00 PM,2023-05-02,3.31.08 PM,848,3,Fashion,T-shirt
SES002544,CUST0188,Desktop,2023-12-08,5.57.00 AM,2023-12-08,5.59.09 AM,129,3,Fashion,Shoes
SES002545,CUST0436,Mobile,2023-01-02,3.09.00 AM,2023-01-02,3.16.44 AM,464,7,Electronics,Keyboard
SES002546,CUST0272,Tablet,2023-01-08,9.16.00 AM,2023-01-08,9.18.58 AM,178,11,Electronics,Smartphone
SES002547,CUST0324,Mobile,2023-06-26,6.05.00 PM,2023-06-26,6.19.06 PM,846,9,Beauty,Shampoo
SES002548,CUST0377,Desktop,2023-03-08,4.13.00 AM,2023-03-08,4.24.17 AM,677,3,Electronics,Keyboard
SES002549,CUST0069,Tablet,2023-02-20,4.11.00 PM,2023-02-20,4.19.47 PM,527,12,Electronics,Headphones
SES002550,CUST0461,Tablet,2023-06-17,11.58.00 PM,2023-06-18,12.03.11 AM,311,1,Groceries,Rice
SES002551,CUST0459,Tablet,2023-01-20,6.49.00 AM,2023-01-20,6.50.53 AM,113,2,Electronics,Headphones
SES002552,CUST0225,Desktop,2023-10-10,11.36.00 PM,2023-10-10,11.38.04 PM,124,11,Electronics,Headphones
SES002553,CUST0028,Mobile,2023-01-10,5.18.00 PM,2023-01-10,5.21.37 PM,217,15,Fashion,Jacket
SES002554,CUST0004,Desktop,2023-10-16,10.07.00 AM,2023-10-16,10.18.24 AM,684,13,Fashion,Shoes
SES002555,CUST0456,Tablet,2023-11-28,5.34.00 AM,2023-11-28,5.37.07 AM,187,12,Electronics,Laptop
SES002556,CUST0080,Desktop,2023-06-24,5.25.00 PM,2023-06-24,5.28.07 PM,187,14,Fashion,Shoes
SES002557,CUST0185,Mobile,2023-01-31,9.26.00 PM,2023-01-31,9.31.07 PM,307,14,Electronics,Keyboard
SES002558,CUST0250,Desktop,2023-08-05,4.35.00 AM,2023-08-05,4.37.16 AM,136,12,Fashion,T-shirt
SES002559,CUST0266,Mobile,2023-11-24,2.08.00 PM,2023-11-24,2.17.32 PM,572,1,Electronics,Smartphone
SES002560,CUST0476,Tablet,2023-05-26,9.06.00 AM,2023-05-26,9.10.09 AM,249,12,Electronics,Mouse
SES002561,CUST0204,Mobile,2023-02-01,5.31.00 PM,2023-02-01,5.32.39 PM,99,6,Sports,Football
SES002562,CUST0080,Mobile,2023-01-27,3.58.00 PM,2023-01-27,4.07.02 PM,542,3,Electronics,Smartphone
SES002563,CUST0032,Desktop,2023-02-19,10.09.00 AM,2023-02-19,10.10.05 AM,65,8,Fashion,Shoes
SES002564,CUST0222,Tablet,2023-01-27,5.26.00 PM,2023-01-27,5.33.39 PM,459,6,Sports,Cricket Bat
SES002565,CUST0233,Tablet,2023-01-13,4.13.00 PM,2023-01-13,4.17.11 PM,251,5,Beauty,Face Wash
SES002566,CUST0199,Tablet,2023-08-06,5.54.00 PM,2023-08-06,6.08.25 PM,865,13,Beauty,Face Wash
SES002567,CUST0302,Tablet,2023-04-02,11.15.00 AM,2023-04-02,11.24.55 AM,595,4,Electronics,Smartphone
SES002568,CUST0150,Tablet,2023-12-02,6.08.00 AM,2023-12-02,6.11.26 AM,206,6,Groceries,Oil
SES002569,CUST0446,Tablet,2023-02-20,3.35.00 PM,2023-02-20,3.41.33 PM,393,1,Groceries,Rice
SES002570,CUST0359,Tablet,2023-08-05,8.26.00 PM,2023-08-05,8.37.34 PM,694,9,Sports,Tennis Racket
SES002571,CUST0117,Desktop,2023-09-04,1.16.00 PM,2023-09-04,1.16.43 PM,43,9,Groceries,Snacks
SES002572,CUST0008,Tablet,2023-05-01,10.24.00 AM,2023-05-01,10.34.34 AM,634,14,Electronics,Keyboard
SES002573,CUST0298,Mobile,2023-09-28,11.18.00 PM,2023-09-28,11.26.18 PM,498,7,Electronics,Laptop
SES002574,CUST0025,Tablet,2023-11-29,3.28.00 PM,2023-11-29,3.34.26 PM,386,8,Fashion,Jacket
SES002575,CUST0143,Mobile,2023-05-30,7.37.00 AM,2023-05-30,7.38.44 AM,104,7,Fashion,Jeans
SES002576,CUST0402,Mobile,2023-08-26,11.17.00 AM,2023-08-26,11.23.28 AM,388,1,Sports,Tennis Racket
SES002577,CUST0233,Tablet,2023-04-09,5.44.00 PM,2023-04-09,5.56.42 PM,762,8,Sports,Tennis Racket
SES002578,CUST0345,Desktop,2023-11-15,8.01.00 PM,2023-11-15,8.08.53 PM,473,9,Fashion,Jacket
SES002579,CUST0251,Tablet,2023-01-27,4.39.00 PM,2023-01-27,4.47.29 PM,509,14,Electronics,Laptop
SES002580,CUST0241,Desktop,2023-05-28,2.04.00 AM,2023-05-28,2.13.25 AM,565,14,Electronics,Keyboard
SES002581,CUST0075,Tablet,2023-03-24,3.34.00 PM,2023-03-24,3.44.57 PM,657,2,Beauty,Shampoo
SES002582,CUST0318,Desktop,2023-09-22,5.36.00 AM,2023-09-22,5.44.52 AM,532,11,Electronics,Keyboard
SES002583,CUST0492,Desktop,2023-12-07,11.10.00 AM,2023-12-07,11.20.26 AM,626,3,Electronics,Smartphone
SES002584,CUST0205,Tablet,2023-06-21,7.47.00 AM,2023-06-21,7.58.50 AM,710,6,Electronics,Laptop
SES002585,CUST0480,Desktop,2023-02-07,5.17.00 PM,2023-02-07,5.19.44 PM,164,12,Electronics,Keyboard
SES002586,CUST0230,Desktop,2023-06-14,2.32.00 AM,2023-06-14,2.41.24 AM,564,1,Fashion,T-shirt
SES002587,CUST0083,Mobile,2023-09-07,7.23.00 AM,2023-09-07,7.32.01 AM,541,15,Electronics,Smartphone
SES002588,CUST0499,Mobile,2023-04-05,8.42.00 AM,2023-04-05,8.42.33 AM,33,15,Fashion,T-shirt
SES002589,CUST0235,Mobile,2023-01-08,2.58.00 AM,2023-01-08,3.07.13 AM,553,3,Groceries,Snacks
SES002590,CUST0316,Desktop,2023-05-17,7.30.00 PM,2023-05-17,7.38.14 PM,494,2,Electronics,Keyboard
SES002591,CUST0171,Mobile,2023-07-30,7.28.00 AM,2023-07-30,7.37.27 AM,567,12,Electronics,Laptop
SES002592,CUST0110,Tablet,2023-09-30,10.02.00 PM,2023-09-30,10.05.19 PM,199,1,Fashion,Shoes
SES002593,CUST0398,Mobile,2023-03-28,3.59.00 PM,2023-03-28,4.10.33 PM,693,11,Groceries,Juice
SES002594,CUST0436,Tablet,2023-07-31,1.15.00 AM,2023-07-31,1.20.52 AM,352,3,Electronics,Laptop
SES002595,CUST0376,Tablet,2023-11-20,7.41.00 PM,2023-11-20,7.55.10 PM,850,3,Fashion,Shoes
SES002596,CUST0002,Mobile,2023-12-01,9.53.00 AM,2023-12-01,10.06.41 AM,821,13,Electronics,Keyboard
SES002597,CUST0441,Desktop,2023-12-19,9.15.00 PM,2023-12-19,9.26.22 PM,682,1,Sports,Football
SES002598,CUST0210,Mobile,2023-11-29,10.37.00 PM,2023-11-29,10.48.40 PM,700,7,Electronics,Laptop
SES002599,CUST0235,Desktop,2023-06-15,9.51.00 AM,2023-06-15,9.56.57 AM,357,8,Beauty,Face Wash
SES002600,CUST0120,Desktop,2023-07-27,9.20.00 AM,2023-07-27,9.31.32 AM,692,7,Groceries,Oil
SES002601,CUST0137,Mobile,2023-02-15,11.58.00 PM,2023-02-16,12.12.53 AM,893,4,Groceries,Oil
SES002602,CUST0232,Mobile,2023-10-03,1.09.00 AM,2023-10-03,1.21.41 AM,761,7,Fashion,T-shirt
SES002603,CUST0062,Tablet,2023-01-01,11.37.00 AM,2023-01-01,11.46.05 AM,545,13,Groceries,Rice
SES002604,CUST0227,Tablet,2023-08-24,10.55.00 AM,2023-08-24,11.04.13 AM,553,11,Sports,Football
SES002605,CUST0389,Mobile,2023-05-18,6.24.00 AM,2023-05-18,6.34.18 AM,618,5,Electronics,Mouse
SES002606,CUST0375,Desktop,2023-04-28,3.38.00 PM,2023-04-28,3.42.59 PM,299,5,Fashion,T-shirt
SES002607,CUST0295,Tablet,2023-02-15,1.33.00 AM,2023-02-15,1.42.10 AM,550,1,Electronics,Mouse
SES002608,CUST0401,Mobile,2023-03-12,12.02.00 PM,2023-03-12,12.06.19 PM,259,12,Electronics,Headphones
SES002609,CUST0038,Mobile,2023-01-22,8.34.00 PM,2023-01-22,8.45.17 PM,677,1,Fashion,Shoes
SES002610,CUST0404,Desktop,2023-01-19,7.29.00 PM,2023-01-19,7.34.36 PM,336,3,Electronics,Headphones
SES002611,CUST0484,Mobile,2023-12-25,8.13.00 PM,2023-12-25,8.25.45 PM,765,8,Fashion,Jeans
SES002612,CUST0296,Desktop,2023-02-18,3.00.00 AM,2023-02-18,3.07.34 AM,454,6,Groceries,Rice
SES002613,CUST0449,Desktop,2023-03-08,7.07.00 AM,2023-03-08,7.12.17 AM,317,15,Groceries,Juice
SES002614,CUST0251,Desktop,2023-04-13,11.50.00 PM,2023-04-13,11.52.02 PM,122,6,Sports,Cricket Bat
SES002615,CUST0047,Desktop,2023-04-17,1.07.00 AM,2023-04-17,1.10.43 AM,223,13,Electronics,Laptop
SES002616,CUST0201,Mobile,2023-06-20,1.53.00 AM,2023-06-20,2.07.03 AM,843,11,Beauty,Shampoo
SES002617,CUST0166,Desktop,2023-08-30,4.03.00 AM,2023-08-30,4.07.43 AM,283,12,Fashion,Shoes
SES002618,CUST0031,Desktop,2023-11-13,8.24.00 PM,2023-11-13,8.38.14 PM,854,12,Electronics,Keyboard
SES002619,CUST0449,Mobile,2023-08-25,10.32.00 AM,2023-08-25,10.41.12 AM,552,2,Sports,Tennis Racket
SES002620,CUST0093,Tablet,2023-09-06,11.31.00 PM,2023-09-06,11.33.37 PM,157,10,Electronics,Smartphone
SES002621,CUST0064,Mobile,2023-06-29,3.21.00 AM,2023-06-29,3.29.07 AM,487,13,Sports,Tennis Racket
